schemeCode,schemeName,isinGrowth,isinDivReinvestment
122820,HDFC FMP 369D June 2013 (1)-Regular Option-Growth Option,,
122823,HDFC FMP 369D June 2013 (1)-Direct Option-Growth Option,,
122828,UTI FTIF Series XV -VI (368 DAYS) - Growth Option,,
122829,UTI FTIF Series XV -VI (368 DAYS) - Growth Option - Direct,,
122840,DSP BlackRock FMP - Series 103 -12M - Regular Plan - Growth Option,,
122844,DSP BlackRock FMP - Series 103 -12M - Direct Plan - Growth Option,,
122846,Reliance Fixed Horizon Fund - XXIV - Series 1 - Growth Option,,
122847,Reliance Fixed Horizon Fund - XXIV - Series 1 - Direct Plan - Growth Option,,
122854,BNP Paribas Capital Protection Oriented Fund Series II - Direct Plan - Growth Option,,
122856,BNP Paribas Capital Protection Oriented Fund Series II - Growth Option,,
122858,IDFC FTP - Series 21(370 Days)- Direct Plan-Growth,,
122863,IDFC FTP - Series 21(370 Days)- Regular Plan-Growth,,
122869,HDFC FMP 370D July 2013 (1)-Regular Option-Growth Option,,
122876,HDFC FMP 370D July 2013 (1)-Direct Option-Growth Option,,
122900,Reliance Fixed Horizon Fund - XXIV - Series 2 - Growth Option,,
122902,Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Growth Option,,
122905,SBI DEBT FUND SERIES - 366 DAYS - 32 - DIRECT PLAN - GROWTH,,
122906,SBI DEBT FUND SERIES - 366 DAYS - 32 - REGULAR PLAN - GROWTH,,
122910,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Growth Option,,
122913,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan -Growth Option,,
122918,UTI FTIF Series XV -VII (369 DAYS) -Growth Option,,
122919,UTI FTIF Series XV -VII (369 DAYS) -Growth Option - Direct,,
122926,HDFC FMP 370D July 2013 (2)-Regular Option-Growth Option,,
122928,HDFC FMP 370D July 2013 (2)-Direct Option-Growth Option,,
122933,Birla Sun Life Interval Income Fund - Annual Plan VIII-Direct Plan-Growth,,
122936,Birla Sun Life Interval Income Fund - Annual Plan VIII-Regular Plan-Growth,,
122938,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Regular Plan - Growth Option,,
122941,DSP BlackRock FMP - Series 104 -12M (July 2016 Maturity) - Direct Plan - Growth Option,,
122945,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Regular Plan-Growth,,
122947,Birla Sun Life Fixed Term Plan - Series HB (366 days) - Direct Plan-Growth,,
122950,Axis Hybrid Fund - Series 5 (1346 Days) - Regular Plan - Growth,,
122951,Axis Hybrid Fund - Series 5 (1346 Days) - Direct Plan - Growth,,
122961,DWS FIXED MATURITY PLAN - SERIES 31- DIRECT PLAN - GROWTH,,
122963,DWS FIXED MATURITY PLAN - SERIES 31- REGULAR PLAN - GROWTH,,
122968,IDFC FTP - Series 23 (365 Days)-Regular Plan_Growth,,
122976,IDFC FTP - Series 23 (365 Days) -Direct Plan_Growth,,
122983,HDFC FMP 371D July 2013 (1)-Regular Option-Growth Option,,
122989,HDFC FMP 371D July 2013 (1)-Direct Option-Growth Option,,
122992,SBI DEBT FUND SERIES - 366 DAYS - 33 - REGULAR PLAN - GROWTH,,
122994,SBI DEBT FUND SERIES - 366 DAYS - 33 - DIRECT PLAN - GROWTH,,
123007,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Growth,,
123010,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Growth,,
123011,JPMorgan US Value Equity Offshore Fund - Regular Plan - Growth Option,,
123012,JPMorgan US Value Equity Offshore Fund - Direct Plan - Growth Option,,
123013,IDFC FTP-S 24 (729 days) -Regular Plan_Growth,,
123018,IDFC FTP-S 24(729 days) -Direct Plan_Growth,,
123028,IDFC FTP -S 25 (729 days)_Regular Plan_Growth,,
123030,IDFC FTP -S 25 (729 days)_Direct Plan_Growth,,
123031,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Regular Plan - Growth Option,,
123034,DSP BlackRock FMP - Series 105 -12M (Maturity Date 04-Aug-2016) - Direct Plan - Growth Option,,
123037,BNP Paribas Fixed Term Fund - Series 26 A - Growth option,,
123043,BNP Paribas Fixed Term Fund Series - 26 A - Direct Plan - Growth Option,,
123045,DSP BlackRock FMP - Series 106 -3M - Regular Plan - Growth Option,,
123048,DSP BlackRock FMP - Series 106 -3M - Direct Plan - Growth Option,,
123051,Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Growth Option,,
123052,Reliance Fixed Horizon Fund - XXIV - Series 3-Growth Option,,
123063,Axis Hybrid Fund Series 6 (1324 Days) - Regular - Growth,,
123065,Axis Hybrid Fund Series 6 (1324 Days) - Direct - Growth,,
123066,BNP Paribas Fixed Term Fund - Series 26 B - Growth option,,
123067,BNP Paribas Fixed Term Fund Series - 26 B - Direct Plan - Growth Option,,
123070,Reliance Fixed Horizon Fund - XXIV - Series 4-Growth Option,,
123072,Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Growth Option,,
123078,IDBI FMP-Series III-24 Months (July 2013) - F- Growth Direct,,
123079,IDBI FMP-Series III-24 Months (July 2013) - F- Growth Regular,,
123082,Invesco India Fixed Maturity Plan - Series XIX - Plan C (367 Days) - Growth,,
123083,Invesco India Fixed Maturity Plan - Series XIX - Plan C (367 Days) - Direct Plan - Growth,,
123086,Religare Invesco Fixed Maturity Plan - Series XIX - Plan D (224 Days) - Growth,,
123087,Religare Invesco Fixed Maturity Plan - Series XIX - Plan D (224 Days) - Direct Plan - Growth,,
123090,Indiabulls FMP Series III - 370 Days July 2013 (3) - Direct Plan - Growth Option,,
123092,Indiabulls FMP Series III - 370 Days July 2013 (3) - Regular Plan - Growth Option,,
123099,Pramerica Fixed Duration Fund - Series 6 - Regular Plan - Growth,,
123101,Pramerica Fixed Duration Fund - Series 6 - Direct Plan - Growth,,
123102,JPMorgan India Fixed Maturity Plan - Series 22 - Direct Plan - Growth Option,,
123104,JPMorgan India Fixed Maturity Plan - Series 22 - Regular Plan - Growth Option,,
123107,Kotak FMP Series 105 Growth,,
123108,Kotak FMP Series 105 Direct Growth,,
123115,Aditya Birla Sun Life Interval Income Fund - Annual Plan IX-Direct Plan-Growth,,
123116,Aditya Birla Sun Life Interval Income Fund - Annual Plan IX-Regular Plan-Growth,,
123120,Morgan Stanley Ultra Short Term Fund - Regular Growth,,
123121,UTI FTIF Series XV -VIII (368 DAYS) - Growth Option,,
123122,UTI FTIF Series XV -VIII (368 DAYS) - Growth Option - Direct,,
123129,UTI FTIF Series XV -IX (366 DAYS)- Growth Option,,
123134,UTI FTIF Series XV -IX (366 DAYS)- Growth Option - Direct,,
123141,Morgan Stanley Ultra Short Term Fund-Direct Growth,,
123144,DSP BlackRock FMP - Series 107 -12M (Maturity Date 11-Aug-2016) - Direct Plan - Growth Option,,
123148,DSP BlackRock FMP - Series 107 -12M (Maturity Date 11-Aug-2016) - Regular Plan - Growth Option,,
123150,Reliance Fixed Horizon Fund - XXIV - Series 5 - Growth Option,,
123151,Reliance Fixed Horizon Fund - XXIV - Series 5 - Direct Plan - Growth Option,,
123156,Tata FMP Series 43 Scheme A - Direct Plan -Growth Option,,
123157,Tata FMP Series 43 Scheme A- Plan A -Growth Option,,
123158,Tata FMP Series 43 Scheme B- Plan A -Growth Option,,
123159,Tata FMP Series 43 Scheme B - Direct Plan -Growth Option,,
123162,Principal Pnb FMP Series B5 - Regular Plan Growth option,,
123164,SBI DEBT FUND SERIES - 90 DAYS - 75 - REGULAR PLAN - GROWTH,,
123165,SBI DEBT FUND SERIES - 90 DAYS - 75 - DIRECT PLAN - GROWTH,,
123168,SBI DEBT FUND SERIES - 366 DAYS - 34 - REGULAR PLAN - GROWTH,,
123169,SBI DEBT FUND SERIES - 366 DAYS - 34 - DIRECT PLAN - GROWTH,,
123171,HDFC FMP 370D July 2013 (3)-Regular Option-Growth Option,,
123174,HDFC FMP 370D July 2013 (3)-Direct Option-Growth Option,,
123179,IDBI FMP - Series III - 366 days (July 2013) - G- Growth Direct,,
123182,IDBI FMP - Series III - 366 days (July 2013) - G- Growth Regular,,
123189,Kotak FMP Series 106 Direct Growth,,
123190,Kotak FMP Series 106 Growth,,
123193,Kotak FMP Series 107 Direct Growth,,
123194,Kotak FMP Series 107 Growth,,
123202,HDFC FMP 1143D July 2013 (1)-Regular Option-Growth Option,,
123203,HDFC FMP 1143D July 2013 (1)-Direct Option-Growth Option,,
123205,Reliance Fixed Horizon Fund - XXIV - Series 6 - Direct Plan - Growth Option,,
123208,Reliance Fixed Horizon Fund - XXIV - Series 6 - Growth Option,,
123210,Principal Pnb FMP Series B5 - Direct Plan - Growth Option,,
123211,Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Growth Option,,
123213,Reliance Fixed Horizon Fund - XXIV - Series 7 - Growth Option,,
123215,Sundaram Hybrid Fund Series A Regular Plan Growth,,
123218,Sundaram Hybrid Fund Series A Direct Plan Growth,,
123233,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Regular Plan-Growth,,
123235,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Direct Plan-Growth,,
123242,DWS FIXED MATURITY PLAN - SERIES 32- REGULAR PLAN - GROWTH,,
123245,DWS FIXED MATURITY PLAN - SERIES 32- DIRECT PLAN - GROWTH,,
123248,DSP BlackRock FTP - Series 31 - 36M - Direct Plan - Growth Option,,
123250,DSP BlackRock FTP - Series 31 - 36M - Regular Plan - Growth Option,,
123253,HSBC Fixed Term Series 91-Growth,,
123254,HSBC Fixed Term Series 91-Growth Direct,,
123263,BOI AXA FIXED MATURITY PLAN SERIES 4 DIRECT PLAN GROWTH,,
123265,BOI AXA FIXED MATURITY PLAN SERIES 4 REGULAR PLAN GROWTH,,
123273,DSP BlackRock FMP - Series 108 -12M (Maturity Date 18-Aug-2016) - Regular Plan - Growth Option,,
123275,DSP BlackRock FMP - Series 108 -12M (Maturity Date 18-Aug-2016) - Direct Plan - Growth Option,,
123284,DSP BlackRock Dual Advantage Fund - Series 17 - 35M - Regular Plan - Growth Option (Maturity Date 10-Oct-2016),,
123286,DSP BlackRock Dual Advantage Fund - Series 17 - 35M - Direct Plan - Growth Option (Maturity Date 10-Oct-2016),,
123290,L&T FMP- Series VIII-Plan B - Growth Option - Regular Plan,,
123292,L&T FMP- Series VIII-Plan B - Growth - Direct Plan,,
123293,L&T FMP - Series VIII - Plan C - Growth Option - Regular Plan,,
123294,L&T FMP-Series VIII-Plan D -  Regular Plan - Growth Option,,
123295,IDBI FMP - Series III - 90 days (August 2013) - H- Growth Regular,,
123296,IDBI FMP - Series III - 90 days (August 2013) - H- Growth Direct,,
123299,DSP BlackRock FMP - Series 109 -12M (Maturity Date 18-Aug-2016) - Regular Plan - Growth Option,,
123302,DSP BlackRock FMP - Series 109 -12M (Maturity Date 18-Aug-2016) - Direct Plan - Growth Option,,
123305,JPMorgan India Annual Interval Fund - Direct Plan - Growth Option,,
123308,JPMorgan India Annual Interval Fund - Regular Plan - Growth Option,,
123309,BNP Paribas Fixed Term Fund - Series 26 C - Growth option,,
123312,BNP Paribas Fixed Term Fund Series - 26 C - Direct Plan - Growth Option,,
123318,SBI DEBT FUND SERIES - 90 DAYS - 76 - DIRECT PLAN - GROWTH,,
123319,SBI DEBT FUND SERIES - 90 DAYS - 76 - REGULAR PLAN - GROWTH,,
123322,SBI DEBT FUND SERIES - 366 DAYS - 35 - REGULAR PLAN - GROWTH,,
123324,SBI DEBT FUND SERIES - 366 DAYS - 35 - DIRECT PLAN - GROWTH,,
123326,Kotak FMP Series 108 Direct Growth,,
123328,Kotak FMP Series 108 Growth,,
123331,Pramerica Fixed Duration Fund - Series 7 - Direct Plan - Growth,,
123332,Pramerica Fixed Duration Fund - Series 7 - Regular Plan - Growth,,
123334,Pramerica Fixed Duration Fund - Series 8 - Direct Plan - Growth,,
123335,Pramerica Fixed Duration Fund - Series 8 - Regular Plan - Growth,,
123341,Reliance Fixed Horizon Fund - XXIV - Series 8-Growth Option,,
123344,Reliance Fixed Horizon Fund - XXIV - Series 8-Direct Plan-Growth Option,,
123345,HDFC FMP 370D August 2013 (1)-Direct Option-Growth Option,,
123349,HDFC FMP 370D August 2013 (1)-Regular Option-Growth Option,,
123353,IDFC FTP - S 26 (489 days) _Direct Plan Growth,,
123360,IDFC FTP - S 26 (489 days) _Regular Plan Growth,,
123372,Reliance Fixed Horizon Fund - XXIV - Series 9-Growth Option,,
123374,Reliance Fixed Horizon Fund - XXIV - Series 9 -Direct Plan -Growth Option,,
123375,Invesco India Fixed Maturity Plan - Series XIX - Plan E (3 Years) - Growth Option,,
123376,Invesco India Fixed Maturity Plan - Series XIX - Plan E (3 Years) Direct Plan -Growth Option,,
123385,DWS FIXED MATURITY PLAN - SERIES 33- REGULAR PLAN - GROWTH,,
123390,DWS FIXED MATURITY PLAN - SERIES 33- DIRECT PLAN - GROWTH,,
123393,HDFC FMP 371D August 2013 (1)-Regular Option-Growth Option,,
123395,HDFC FMP 371D August 2013 (1)-Direct Option-Growth Option,,
123401,HDFC FMP 1846D August 2013 (1) - Growth Option,,
123402,HDFC FMP 1846D August 2013 (1) - Growth Option - Direct Plan,,
123409,HDFC FMP 1001D August 2013 (1)-Regular Option-Growth Option,,
123414,HDFC FMP 1001D August 2013 (1)-Direct Option-Growth Option,,
123417,L&T FMP-Series VIII-Plan D - Direct Plan-Growth,,
123420,IDBI FMP - Series III - 370 days (August 2013) - I-  Growth Direct,,
123422,IDBI FMP - Series III - 370 days (August 2013) - I-  Growth Regular,,
123426,Kotak FMP Series 109 Direct Growth,,
123427,Kotak FMP Series 109 Growth,,
123430,Kotak FMP Series 110 Growth,,
123431,Kotak FMP Series 110 Direct Growth,,
123433,Aditya Birla Sun Life Fixed Term Plan - Series HK (1100 days) - Direct Plan-Growth,,
123437,Aditya Birla Sun Life Fixed Term Plan - Series HK (1100 days) - Regular Plan-Growth,,
123442,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Direct Plan-Growth,,
123443,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Regular Plan-Growth,,
123444,DSP BlackRock FMP - Series 110 -12M (Maturity Date 29-Aug-2014) - Regular Plan - Growth Option,,
123446,DSP BlackRock FMP - Series 110 -12M (Maturity Date 29-Aug-2016) - Direct Plan - Growth Option,,
123451,Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Direct Plan - Growth Option,,
123452,Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Growth Option,,
123454,Reliance Fixed Horizon Fund - XXIV - Series 10 - Growth Option,,
123457,Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Growth Option,,
123458,Reliance Fixed Horizon Fund - XXIV - Series 11 - Growth Option,,
123459,Reliance Fixed Horizon Fund - XXIV - Series 11 - Direct Plan - Growth Option,,
123463,Sundaram Fixed Term Plan DP Direct Plan Growth,,
123464,Sundaram Fixed Term Plan DP Regular Plan Growth,,
123471,Sundaram Fixed Term Plan DO Regular Plan Growth,,
123473,Sundaram Fixed Term Plan DO Direct Plan Growth,,
123476,SBI DEBT FUND SERIES - 180 DAYS - 26 - REGULAR PLAN - GROWTH,,
123477,SBI DEBT FUND SERIES - 180 DAYS - 26 - DIRECT PLAN - GROWTH,,
123486,BOI AXA FIXED MATURITY PLAN - SERIES 5 PLAN -REGULAR GROWTH,,
123489,BOI AXA FIXED MATURITY PLAN - SERIES 5 PLAN -DIRECT GROWTH,,
123490,SBI DEBT FUND SERIES - 90 DAYS - 77 - DIRECT PLAN - GROWTH,,
123491,SBI DEBT FUND SERIES - 90 DAYS - 77 - REGULAR PLAN - GROWTH,,
123494,SBI DEBT FUND SERIES - 366 DAYS - 36 - DIRECT PLAN - GROWTH,,
123495,SBI DEBT FUND SERIES - 366 DAYS - 36 - REGULAR PLAN - GROWTH,,
123500,Axis Fixed Term Plan - Series 36 (34 days) - Direct Plan - Growth,,
123501,Axis Fixed Term Plan - Series 36 (34 days) - Regular Plan - Growth,,
123502,Reliance Fixed Horizon Fund - XXIV - Series 12-Growth Option,,
123504,Reliance Fixed Horizon Fund - XXIV - Series 12 -Direct Plan -Growth Option,,
123509,IDFC FTP - S 27 (366 days)_Regular Plan Growth,,
123513,IDFC FTP - S 27 (366 days)_Direct Plan Growth,,
123517,DSP BlackRock FMP - Series 111 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Growth Option,,
123519,DSP BlackRock FMP - Series 111 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Growth Option,,
123522,IDBI FMP - Series III - 90 days (August 2013) - J- Growth Regular,,
123523,IDBI FMP - Series III - 90 days (August 2013) - J- Growth Direct,,
123528,HDFC FMP 370D August 2013 (2) - Direct Option - Growth Option,,
123530,HDFC FMP 370D August 2013 (2) - Regular Option - Growth Option,,
123534,HDFC CPO - I - 36M August 2013 - Regular Option - Growth Option,,
123537,HDFC CPO - I - 36M August 2013 - Direct Option - Growth Option,,
123540,Invesco India Fixed Maturity Plan - Series XIX - Plan F (370 Days) - Growth Option,,
123541,Invesco India Fixed Maturity Plan - Series XIX - Plan F (370 Days) - Direct Plan - Growth Option,,
123547,Tata FMP Series 43 Scheme C- Plan A -Growth Option,,
123549,Tata FMP Series 43 Scheme C - Direct Plan -Growth Option,,
123551,Tata FMP Series 43 Scheme D- Plan A -Growth Option,,
123553,Tata FMP Series 43 Scheme D - Direct Plan -Growth Option,,
123556,LIC NOMURA MF FIXED MATURITY PLAN SERIES 68 - REGULAR PLAN - GROWTH,,
123558,LIC NOMURA MF FIXED MATURITY PLAN SERIES 68 - DIRECT PLAN - GROWTH,,
123567,Reliance Fixed Horizon Fund - XXIV - Series 13 -Growth Option,,
123569,Reliance Fixed Horizon Fund - XXIV - Series 13 -Direct Plan -Growth Option,,
123572,JPMorgan India Fixed Maturity Plan - Series 23 - Direct Plan - Growth Option,,
123574,JPMorgan India Fixed Maturity Plan - Series 23 - Regular Plan - Growth Option,,
123579,Kotak FMP Series 111 Direct Growth,,
123582,Kotak FMP Series 111 Growth,,
123583,IDFC FTP - Series 28 (1098 days)_Regular Plan_Growth,,
123587,IDFC FTP - Series 28 (1098 days) _Direct Plan_Growth,,
123593,Reliance Fixed Horizon Fund - XXIV - Series 14 -Direct Plan -Growth Option,,
123596,Reliance Fixed Horizon Fund - XXIV - Series 14-Growth Option,,
123598,L&T FMP - Series VIII - Plan C - Growth Option-Direct Plan,,
123602,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Direct Plan-Growth,,
123603,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Regular Plan-Growth,,
123609,Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Direct Plan-Growth,,
123611,Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Growth,,
123617,HDFC FMP 370D August 2013 (3) - Direct Option - Growth Option,,
123619,HDFC FMP 370D August 2013 (3) - Regular Option - Growth Option,,
123621,Kotak FMP Series 112 - Growth,,
123622,Kotak FMP Series 112 - Direct - Growth,,
123629,DSP BlackRock FMP - Series 112 -3M - Regular Plan - Growth Option,,
123630,DSP BlackRock FMP - Series 112 -3M - Direct Plan - Growth Option,,
123637,IDBI Equity Advantage Fund - Growth Direct,,
123638,IDBI Equity Advantage Fund - Growth Regular,,
123646,UTI Annual Interval Fund - I - Direct Plan - Growth Option,INF789F01VW8,
123649,SBI DEBT FUND SERIES - 36 MONTHS - 4 - DIRECT PLAN - GROWTH,,
123650,SBI DEBT FUND SERIES - 36 MONTHS - 4 - REGULAR PLAN - GROWTH,,
123651,ICICI Prudential Global Stable Equity Fund (FOF) - Growth,INF109KA1CB6,
123654,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth,INF109KA1CE0,
123656,PEERLESS FMP SERIES 3-DIRECT-GROWTH,,
123658,PEERLESS FMP SERIES 3-REGULAR-GROWTH,,
123666,UTI FTIF Series XV -X (368 DAYS) - Growth Option,,
123667,UTI FTIF Series XV -X (368 DAYS) - Growth Option -Direct,,
123673,DSP BlackRock FMP - Series 113 -12M (Maturity Date 29-Sep-2016) - Direct Plan - Growth Option,,
123676,DSP BlackRock FMP - Series 113 -12M (Maturity Date 29-Sep-2016) - Regular Plan - Growth Option,,
123680,DSP BlackRock FMP - Series 114 -3M - Direct Plan - Growth Option,,
123683,DSP BlackRock FMP - Series 114 -3M - Regular Plan - Growth Option,,
123684,L&T FMP Series-VIII-Plan E - Growth Option - Regular Plan,,
123685,L&T FMP Series-VIII-Plan E - Growth Option - Direct Plan,,
123690,Kotak Banking and PSU Debt - Growth,INF174K01FO3,
123693,Kotak Banking and PSU Debt Direct - Growth,INF174K01KH7,
123694,IDFC FTP - Series 29(485 days)_Direct Plan_Growth,,
123702,IDFC FTP - Series 29 (485 days)_Regular Plan_Growth,,
123704,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,INF666M01AC0,
123708,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,INF666M01AJ5,
123712,BOI AXA FIXED MATURITY PLAN SERIES 6 REGULAR PLAN GROWTH,,
123715,BOI AXA FIXED MATURITY PLAN SERIES 6 DIRECT PLAN GROWTH,,
123716,HSBC Fixed Term Series 94-Growth,,
123717,HSBC Fixed Term Series 94-Growth Direct,,
123721,HSBC Fixed Term Series 95-Growth,,
123723,HSBC Fixed Term Series 95-Growth Direct,,
123726,Religare Invesco Fixed Maturity Plan - Series XX - Plan A (90 Days) - Growth Option,,
